#,Name,Uses
1,Bulbasaur,0
2,Ivysaur,0
3,Venusaur,0
4,Charmander,0
5,Charmeleon,0
6,Charizard,0
7,Squirtle,0
8,Wartortle,0
9,Blastoise,0
10,Caterpie,0
11,Metapod,0
12,Butterfree,0
13,Weedle,0
14,Kakuna,0
15,Beedrill,0
16,Pidgey,0
17,Pidgeotto,0
18,Pidgeot,0
19,Rattata,0
20,Raticate,0
21,Spearow,0
22,Fearow,0
23,Ekans,0
24,Arbok,0
25,Pikachu,0
26,Raichu,0
27,Sandshrew,0
28,Sandslash,0
29,Nidoran♀,0
30,Nidorina,0
31,Nidoqueen,0
32,Nidoran♂,0
33,Nidorino,0
34,Nidoking,0
35,Clefairy,0
36,Clefable,0
37,Vulpix,0
38,Ninetales,0
39,Jigglypuff,0
40,Wigglytuff,0
41,Zubat,0
42,Golbat,0
43,Oddish,0
44,Gloom,0
45,Vileplume,0
46,Paras,0
47,Parasect,0
48,Venonat,0
49,Venomoth,0
50,Diglett,0
51,Dugtrio,0
52,Meowth,0
53,Persian,0
54,Psyduck,0
55,Golduck,0
56,Mankey,0
57,Primeape,0
58,Growlithe,0
59,Arcanine,0
60,Poliwag,0
61,Poliwhirl,0
62,Poliwrath,0
63,Abra,0
64,Kadabra,0
65,Alakazam,0
66,Machop,0
67,Machoke,0
68,Machamp,0
69,Bellsprout,0
70,Weepinbell,0
71,Victreebel,0
72,Tentacool,0
73,Tentacruel,0
74,Geodude,0
75,Graveler,0
76,Golem,0
77,Ponyta,0
78,Rapidash,0
79,Slowpoke,0
80,Slowbro,0
81,Magnemite,0
82,Magneton,0
83,Farfetch'd,0
84,Doduo,0
85,Dodrio,0
86,Seel,0
87,Dewgong,0
88,Grimer,0
89,Muk,0
90,Shellder,0
91,Cloyster,0
92,Gastly,0
93,Haunter,0
94,Gengar,0
95,Onix,0
96,Drowzee,0
97,Hypno,0
98,Krabby,0
99,Kingler,0
100,Voltorb,0
101,Electrode,0
102,Exeggcute,0
103,Exeggutor,0
104,Cubone,0
105,Marowak,0
106,Hitmonlee,0
107,Hitmonchan,0
108,Lickitung,0
109,Koffing,0
110,Weezing,0
111,Rhyhorn,0
112,Rhydon,0
113,Chansey,0
114,Tangela,0
115,Kangaskhan,0
116,Horsea,0
117,Seadra,0
118,Goldeen,0
119,Seaking,0
120,Staryu,0
121,Starmie,0
122,Mr. Mime,0
123,Scyther,0
124,Jynx,0
125,Electabuzz,0
126,Magmar,0
127,Pinsir,0
128,Tauros,0
129,Magikarp,0
130,Gyarados,0
131,Lapras,0
132,Ditto,0
133,Eevee,0
134,Vaporeon,0
135,Jolteon,0
136,Flareon,0
137,Porygon,0
138,Omanyte,0
139,Omastar,0
140,Kabuto,0
141,Kabutops,0
142,Aerodactyl,0
143,Snorlax,0
144,Articuno,0
145,Zapdos,0
146,Moltres,0
147,Dratini,0
148,Dragonair,0
149,Dragonite,0
150,Mewtwo,0
151,Mew,0
152,Chikorita,0
153,Bayleef,0
154,Meganium,0
155,Cyndaquil,0
156,Quilava,0
157,Typhlosion,0
158,Totodile,0
159,Croconaw,0
160,Feraligatr,0
161,Sentret,0
162,Furret,0
163,Hoothoot,0
164,Noctowl,0
165,Ledyba,0
166,Ledian,0
167,Spinarak,0
168,Ariados,0
169,Crobat,0
170,Chinchou,0
171,Lanturn,0
172,Pichu,0
173,Cleffa,0
174,Igglybuff,0
175,Togepi,0
176,Togetic,0
177,Natu,0
178,Xatu,0
179,Mareep,0
180,Flaaffy,0
181,Ampharos,0
182,Bellossom,0
183,Marill,0
184,Azumarill,0
185,Sudowoodo,0
186,Politoed,0
187,Hoppip,0
188,Skiploom,0
189,Jumpluff,0
190,Aipom,0
191,Sunkern,0
192,Sunflora,0
193,Yanma,0
194,Wooper,0
195,Quagsire,0
196,Espeon,0
197,Umbreon,0
198,Murkrow,0
199,Slowking,0
200,Misdreavus,0
201,Unown,0
202,Wobbuffet,0
203,Girafarig,0
204,Pineco,0
205,Forretress,0
206,Dunsparce,0
207,Gligar,0
208,Steelix,0
209,Snubbull,0
210,Granbull,0
211,Qwilfish,0
212,Scizor,0
213,Shuckle,0
214,Heracross,0
215,Sneasel,0
216,Teddiursa,0
217,Ursaring,0
218,Slugma,0
219,Magcargo,0
220,Swinub,0
221,Piloswine,0
222,Corsola,0
223,Remoraid,0
224,Octillery,0
225,Delibird,0
226,Mantine,0
227,Skarmory,0
228,Houndour,0
229,Houndoom,0
230,Kingdra,0
231,Phanpy,0
232,Donphan,0
233,Porygon2,0
234,Stantler,0
235,Smeargle,0
236,Tyrogue,0
237,Hitmontop,0
238,Smoochum,0
239,Elekid,0
240,Magby,0
241,Miltank,0
242,Blissey,0
243,Raikou,0
244,Entei,0
245,Suicune,0
246,Larvitar,0
247,Pupitar,0
248,Tyranitar,0
249,Lugia,0
250,Ho-oh,0
251,Celebi,0
252,Treecko,0
253,Grovyle,0
254,Sceptile,0
255,Torchic,0
256,Combusken,0
257,Blaziken,0
258,Mudkip,0
259,Marshtomp,0
260,Swampert,0
261,Poochyena,0
262,Mightyena,0
263,Zigzagoon,0
264,Linoone,0
265,Wurmple,0
266,Silcoon,0
267,Beautifly,0
268,Cascoon,0
269,Dustox,0
270,Lotad,0
271,Lombre,0
272,Ludicolo,0
273,Seedot,0
274,Nuzleaf,0
275,Shiftry,0
276,Taillow,0
277,Swellow,0
278,Wingull,0
279,Pelipper,0
280,Ralts,0
281,Kirlia,0
282,Gardevoir,0
283,Surskit,0
284,Masquerain,0
285,Shroomish,0
286,Breloom,0
287,Slakoth,0
288,Vigoroth,0
289,Slaking,0
290,Nincada,0
291,Ninjask,0
292,Shedinja,0
293,Whismur,0
294,Loudred,0
295,Exploud,0
296,Makuhita,0
297,Hariyama,0
298,Azurill,0
299,Nosepass,0
300,Skitty,0
301,Delcatty,0
302,Sableye,0
303,Mawile,0
304,Aron,0
305,Lairon,0
306,Aggron,0
307,Meditite,0
308,Medicham,0
309,Electrike,0
310,Manectric,0
311,Plusle,0
312,Minun,0
313,Volbeat,0
314,Illumise,0
315,Roselia,0
316,Gulpin,0
317,Swalot,0
318,Carvanha,0
319,Sharpedo,0
320,Wailmer,0
321,Wailord,0
322,Numel,0
323,Camerupt,0
324,Torkoal,0
325,Spoink,0
326,Grumpig,0
327,Spinda,0
328,Trapinch,0
329,Vibrava,0
330,Flygon,0
331,Cacnea,0
332,Cacturne,0
333,Swablu,0
334,Altaria,0
335,Zangoose,0
336,Seviper,0
337,Lunatone,0
338,Solrock,0
339,Barboach,0
340,Whiscash,0
341,Corphish,0
342,Crawdaunt,0
343,Baltoy,0
344,Claydol,0
345,Lileep,0
346,Cradily,0
347,Anorith,0
348,Armaldo,0
349,Feebas,0
350,Milotic,0
351,Castform,0
352,Kecleon,0
353,Shuppet,0
354,Banette,0
355,Duskull,0
356,Dusclops,0
357,Tropius,0
358,Chimecho,0
359,Absol,0
360,Wynaut,0
361,Snorunt,0
362,Glalie,0
363,Spheal,0
364,Sealeo,0
365,Walrein,0
366,Clamperl,0
367,Huntail,0
368,Gorebyss,0
369,Relicanth,0
370,Luvdisc,0
371,Bagon,0
372,Shelgon,0
373,Salamence,0
374,Beldum,0
375,Metang,0
376,Metagross,0
377,Regirock,0
378,Regice,0
379,Registeel,0
380,Latias,0
381,Latios,0
382,Kyogre,0
383,Groudon,0
384,Rayquaza,0
385,Jirachi,0
386,Deoxys,0
